"dataset_id","dataset_title","dataset_url","dataset_records","organization","organization_oceanexpert_id","organization_oceanexpert_typeid","organization_oceanexpert_typename","type_display","givenname","surname"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335","USGS Patuxent Wildlife Research Center Seabirds Compendium","https://www1.usgs.gov/obis-usa/ipt/resource?r=usgs_pwrc_seabirdscompendium",694,,,,,"User","Abigail","Benson"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335","USGS Patuxent Wildlife Research Center Seabirds Compendium","https://www1.usgs.gov/obis-usa/ipt/resource?r=usgs_pwrc_seabirdscompendium",694,,,,,"Metadata Provider","Abigail","Benson"
"2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335","USGS Patuxent Wildlife Research Center Seabirds Compendium","https://www1.usgs.gov/obis-usa/ipt/resource?r=usgs_pwrc_seabirdscompendium",694,"U.S. Geological Survey, Patuxent Wildlife Research Center",19363,3,"Government","Contact","Allison","Sussman"
"4e2cf30c-b238-4ca9-ae05-0809da31d4cc","ICES Historical Plankton Dataset","http://ipt.vliz.be/eurobis/resource?r=ices_historical_plankton",685,"International Council for the Exploration of the Sea (ICES)",10573,7,"International / Intergovernmental","AssociatedParty",,
"4e2cf30c-b238-4ca9-ae05-0809da31d4cc","ICES Historical Plankton Dataset","http://ipt.vliz.be/eurobis/resource?r=ices_historical_plankton",685,"International Council for the Exploration of the Sea (ICES)",10573,7,"International / Intergovernmental","Creator",,
"4e2cf30c-b238-4ca9-ae05-0809da31d4cc","ICES Historical Plankton Dataset","http://ipt.vliz.be/eurobis/resource?r=ices_historical_plankton",685,"The Sir Alister Hardy Foundation for Ocean Science (SAHFOS)",8326,1,"Academic","Contact","Abigail","McQuatters-Gollop"
"4e2cf30c-b238-4ca9-ae05-0809da31d4cc","ICES Historical Plankton Dataset","http://ipt.vliz.be/eurobis/resource?r=ices_historical_plankton",685,"Flanders Marine Institute (VLIZ)",6223,3,"Government","Metadata Provider",,"EurOBIS Data Management Team"
"230df405-9b7e-4996-a991-bfc15b5291af","Biological observations from the Dana Expedition Reports","https://nzobisipt.niwa.co.nz/resource?r=danaexpedition",683,"NIWA",7489,2,"Research","Metadata Provider","Kevin","Mackay"
"230df405-9b7e-4996-a991-bfc15b5291af","Biological observations from the Dana Expedition Reports","https://nzobisipt.niwa.co.nz/resource?r=danaexpedition",683,"NIWA",7489,2,"Research","Contact","Kevin","Mackay"
"230df405-9b7e-4996-a991-bfc15b5291af","Biological observations from the Dana Expedition Reports","https://nzobisipt.niwa.co.nz/resource?r=danaexpedition",683,"NIWA",7489,2,"Research","Creator","Kevin","Mackay"
"1cd60252-a549-4e69-b5c0-95fa0171eabb","Locations of seals in Patagonian Large Marine Ecosystem (OBIS South America, AR-OBIS, Sub-node)","http://arobis.cenpat-conicet.gob.ar:8081/resource?r=arobis-sealsi",673,"Centro Nacional Patagónico - CONICET",18212,3,"Government","Creator","Mirtha Noemí","Lewis"
"1cd60252-a549-4e69-b5c0-95fa0171eabb","Locations of seals in Patagonian Large Marine Ecosystem (OBIS South America, AR-OBIS, Sub-node)","http://arobis.cenpat-conicet.gob.ar:8081/resource?r=arobis-sealsi",673,,,,,"Creator","Claudio","Campagna"
"1cd60252-a549-4e69-b5c0-95fa0171eabb","Locations of seals in Patagonian Large Marine Ecosystem (OBIS South America, AR-OBIS, Sub-node)","http://arobis.cenpat-conicet.gob.ar:8081/resource?r=arobis-sealsi",673,"Centro Nacional Patagónico - CONICET",18212,3,"Government",,"Renato","Mazzanti"
"1cd60252-a549-4e69-b5c0-95fa0171eabb","Locations of seals in Patagonian Large Marine Ecosystem (OBIS South America, AR-OBIS, Sub-node)","http://arobis.cenpat-conicet.gob.ar:8081/resource?r=arobis-sealsi",673,"Centro Nacional Patagónico - CONICET",18212,3,"Government","Contact","María Rosa","Marin"
"1cd60252-a549-4e69-b5c0-95fa0171eabb","Locations of seals in Patagonian Large Marine Ecosystem (OBIS South America, AR-OBIS, Sub-node)","http://arobis.cenpat-conicet.gob.ar:8081/resource?r=arobis-sealsi",673,"Centro Nacional Patagónico - CONICET",18212,3,"Government","Creator","María Rosa","Marin"
"1cd60252-a549-4e69-b5c0-95fa0171eabb","Locations of seals in Patagonian Large Marine Ecosystem (OBIS South America, AR-OBIS, Sub-node)","http://arobis.cenpat-conicet.gob.ar:8081/resource?r=arobis-sealsi",673,"Centro Nacional Patagónico - CONICET",18212,3,"Government","Metadata Provider","María Rosa","Marin"
"96f4a5d3-3e3a-4ccb-8343-b1db99074b1f","Staying cool also has consequences: increased sea ice cover disrupts food web structure in East Antarctica-Data","https://ipt.biodiversity.aq/resource?r=ddu_isotopes_verso_2013_2015",663,"University of Liege, Laboratory of Oceanology",,,,"Contact","Gilles","Lepoint"
"96f4a5d3-3e3a-4ccb-8343-b1db99074b1f","Staying cool also has consequences: increased sea ice cover disrupts food web structure in East Antarctica-Data","https://ipt.biodiversity.aq/resource?r=ddu_isotopes_verso_2013_2015",663,"Université Libre de Bruxelles, Marine Biology Department",,,,"Contact","Bruno","Danis"
"96f4a5d3-3e3a-4ccb-8343-b1db99074b1f","Staying cool also has consequences: increased sea ice cover disrupts food web structure in East Antarctica-Data","https://ipt.biodiversity.aq/resource?r=ddu_isotopes_verso_2013_2015",663,"Muséum national d’Histoire naturelle",,,,"Contact","Marc","Eléaume"
"96f4a5d3-3e3a-4ccb-8343-b1db99074b1f","Staying cool also has consequences: increased sea ice cover disrupts food web structure in East Antarctica-Data","https://ipt.biodiversity.aq/resource?r=ddu_isotopes_verso_2013_2015",663,"University of Liege, Laboratory of Oceanology",,,,"Creator","Loïc","Michel"
"96f4a5d3-3e3a-4ccb-8343-b1db99074b1f","Staying cool also has consequences: increased sea ice cover disrupts food web structure in East Antarctica-Data","https://ipt.biodiversity.aq/resource?r=ddu_isotopes_verso_2013_2015",663,,,,,,"Loïc","Michel"
"96f4a5d3-3e3a-4ccb-8343-b1db99074b1f","Staying cool also has consequences: increased sea ice cover disrupts food web structure in East Antarctica-Data","https://ipt.biodiversity.aq/resource?r=ddu_isotopes_verso_2013_2015",663,"Université Libre de Bruxelles, Marine Biology Department",,,,"Contact","Philippe","Dubois"
"96f4a5d3-3e3a-4ccb-8343-b1db99074b1f","Staying cool also has consequences: increased sea ice cover disrupts food web structure in East Antarctica-Data","https://ipt.biodiversity.aq/resource?r=ddu_isotopes_verso_2013_2015",663,,,,,"User","Anton","Van de Putte"
"96f4a5d3-3e3a-4ccb-8343-b1db99074b1f","Staying cool also has consequences: increased sea ice cover disrupts food web structure in East Antarctica-Data","https://ipt.biodiversity.aq/resource?r=ddu_isotopes_verso_2013_2015",663,,,,,"Metadata Provider","Anton","Van de Putte"
"96f4a5d3-3e3a-4ccb-8343-b1db99074b1f","Staying cool also has consequences: increased sea ice cover disrupts food web structure in East Antarctica-Data","https://ipt.biodiversity.aq/resource?r=ddu_isotopes_verso_2013_2015",663,"Sorbonne Université",13830,1,"Academic","Contact","Cyril","Gallut"
"96f4a5d3-3e3a-4ccb-8343-b1db99074b1f","Staying cool also has consequences: increased sea ice cover disrupts food web structure in East Antarctica-Data","https://ipt.biodiversity.aq/resource?r=ddu_isotopes_verso_2013_2015",663,"Aquarium de Paris - Cinéaqua",,,,"Contact","Philip","Jane"
"96f4a5d3-3e3a-4ccb-8343-b1db99074b1f","Staying cool also has consequences: increased sea ice cover disrupts food web structure in East Antarctica-Data","https://ipt.biodiversity.aq/resource?r=ddu_isotopes_verso_2013_2015",663,"University of Liege, Laboratory of Oceanology",,,,"Contact","Loïc","Michel"
"96f4a5d3-3e3a-4ccb-8343-b1db99074b1f","Staying cool also has consequences: increased sea ice cover disrupts food web structure in East Antarctica-Data","https://ipt.biodiversity.aq/resource?r=ddu_isotopes_verso_2013_2015",663,"Muséum National d'Histoire Naturelle, Station de Biologie  Marine, 29182",,,,"Contact","Jérôme","Fournier"
"6b07e4bb-4bfb-4d38-a2f4-db945248f215","Euphausiids-COPAS Center","http://ipt.obis.org/nonode/resource?r=copas_eup1",651,"Universidad de Concepción Centre for Oceanographic Research in the eastern South Pacific (COPAS)",,,,"Creator",,
"6b07e4bb-4bfb-4d38-a2f4-db945248f215","Euphausiids-COPAS Center","http://ipt.obis.org/nonode/resource?r=copas_eup1",651,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental","Contact",,"OBIS Secretariat"
"6b07e4bb-4bfb-4d38-a2f4-db945248f215","Euphausiids-COPAS Center","http://ipt.obis.org/nonode/resource?r=copas_eup1",651,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental","Metadata Provider",,"OBIS Secretariat"
"12fe3b99-03e6-4a55-83b7-02c03af7c1ec","amundsen_sea_molluscs","http://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Author","Katrin","Linse"
"12fe3b99-03e6-4a55-83b7-02c03af7c1ec","amundsen_sea_molluscs","http://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Associated Party","David","Barnes"
"12fe3b99-03e6-4a55-83b7-02c03af7c1ec","amundsen_sea_molluscs","http://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"La Trobe Institute for Molecular Science",19513,1,"Academic","Associated Party","Jan","Strugnell"
"12fe3b99-03e6-4a55-83b7-02c03af7c1ec","amundsen_sea_molluscs","http://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,,,,,"Author","Camille","Moreau"
"12fe3b99-03e6-4a55-83b7-02c03af7c1ec","amundsen_sea_molluscs","http://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Author","Huw","Griffiths"
"12fe3b99-03e6-4a55-83b7-02c03af7c1ec","amundsen_sea_molluscs","http://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Associated Party","Paul","Geissler"
"12fe3b99-03e6-4a55-83b7-02c03af7c1ec","amundsen_sea_molluscs","http://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Associated Party","Peter","Enderlein"
"12fe3b99-03e6-4a55-83b7-02c03af7c1ec","amundsen_sea_molluscs","http://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Associated Party","Chester","Sands"
"12fe3b99-03e6-4a55-83b7-02c03af7c1ec","amundsen_sea_molluscs","http://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Contact","Camille","Moreau"
"12fe3b99-03e6-4a55-83b7-02c03af7c1ec","amundsen_sea_molluscs","http://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"Biocentre Grindel and Zoological Museum",9179,2,"Research","Associated Party","Stefanie","Kaiser"
"12fe3b99-03e6-4a55-83b7-02c03af7c1ec","amundsen_sea_molluscs","http://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"Natural History Museum",8603,3,"Government","Associated Party","Adrian","Glover"
"12fe3b99-03e6-4a55-83b7-02c03af7c1ec","amundsen_sea_molluscs","http://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Author","Camille","Moreau"
"12fe3b99-03e6-4a55-83b7-02c03af7c1ec","amundsen_sea_molluscs","http://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Creator","Camille","Moreau"
"12fe3b99-03e6-4a55-83b7-02c03af7c1ec","amundsen_sea_molluscs","http://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Metadata Provider","Camille","Moreau"
"6856003b-1899-4a92-be6d-7a8052af5691","amundsen_sea_molluscs","https://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Author","Katrin","Linse"
"6856003b-1899-4a92-be6d-7a8052af5691","amundsen_sea_molluscs","https://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Associated Party","David","Barnes"
"6856003b-1899-4a92-be6d-7a8052af5691","amundsen_sea_molluscs","https://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"La Trobe Institute for Molecular Science",19513,1,"Academic","Associated Party","Jan","Strugnell"
"6856003b-1899-4a92-be6d-7a8052af5691","amundsen_sea_molluscs","https://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,,,,,"Author","Camille","Moreau"
"6856003b-1899-4a92-be6d-7a8052af5691","amundsen_sea_molluscs","https://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Author","Huw","Griffiths"
"6856003b-1899-4a92-be6d-7a8052af5691","amundsen_sea_molluscs","https://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Associated Party","Paul","Geissler"
"6856003b-1899-4a92-be6d-7a8052af5691","amundsen_sea_molluscs","https://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Associated Party","Peter","Enderlein"
"6856003b-1899-4a92-be6d-7a8052af5691","amundsen_sea_molluscs","https://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Associated Party","Chester","Sands"
"6856003b-1899-4a92-be6d-7a8052af5691","amundsen_sea_molluscs","https://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Contact","Camille","Moreau"
"6856003b-1899-4a92-be6d-7a8052af5691","amundsen_sea_molluscs","https://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"Biocentre Grindel and Zoological Museum",9179,2,"Research","Associated Party","Stefanie","Kaiser"
"6856003b-1899-4a92-be6d-7a8052af5691","amundsen_sea_molluscs","https://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"Natural History Museum",8603,3,"Government","Associated Party","Adrian","Glover"
"6856003b-1899-4a92-be6d-7a8052af5691","amundsen_sea_molluscs","https://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Author","Camille","Moreau"
"6856003b-1899-4a92-be6d-7a8052af5691","amundsen_sea_molluscs","https://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Creator","Camille","Moreau"
"6856003b-1899-4a92-be6d-7a8052af5691","amundsen_sea_molluscs","https://ipt.biodiversity.aq/resource?r=amundsenseamolluscs_biopearl_ii",641,"British Antarctic Survey (BAS)",5163,2,"Research","Metadata Provider","Camille","Moreau"
"d979d58a-746a-4e40-a9ca-94c025b5bfe8","Modern foraminifera in the New Zealand EEZ","https://nzobisipt.niwa.co.nz/resource?r=mbis_foraminifera",635,"NIWA",7489,2,"Research","Creator","Kevin","Mackay"
"d979d58a-746a-4e40-a9ca-94c025b5bfe8","Modern foraminifera in the New Zealand EEZ","https://nzobisipt.niwa.co.nz/resource?r=mbis_foraminifera",635,,,,,"Associated Party",,
"d979d58a-746a-4e40-a9ca-94c025b5bfe8","Modern foraminifera in the New Zealand EEZ","https://nzobisipt.niwa.co.nz/resource?r=mbis_foraminifera",635,"Geomarine Research",19605,2,"Research","Contact","Bruce","Hayward"
"d979d58a-746a-4e40-a9ca-94c025b5bfe8","Modern foraminifera in the New Zealand EEZ","https://nzobisipt.niwa.co.nz/resource?r=mbis_foraminifera",635,"NIWA",7489,2,"Research","Metadata Provider","Kevin","Mackay"
"667df9cb-b7ee-4f81-ae7e-b49ca5b2005e","MNA (Section of Genoa) - Marine Biological Samples","https://ipt.biodiversity.aq/resource?r=mna",634,"University of Genova; Facoltà di Scienze Matematiche Fisiche e Naturali; Dipartimento per lo Studio del Territorio e delle sue Risorse",19434,1,"Academic","Custodian Steward","Stefano","Schiaparelli"
"667df9cb-b7ee-4f81-ae7e-b49ca5b2005e","MNA (Section of Genoa) - Marine Biological Samples","https://ipt.biodiversity.aq/resource?r=mna",634,"Antarctic Biodiversity Information Facility (ANTABIF)",19457,7,"International / Intergovernmental","Contact","Anton","Van de Putte"
"667df9cb-b7ee-4f81-ae7e-b49ca5b2005e","MNA (Section of Genoa) - Marine Biological Samples","https://ipt.biodiversity.aq/resource?r=mna",634,"Antarctic Biodiversity Information Facility (ANTABIF)",19457,7,"International / Intergovernmental","Creator","Anton","Van de Putte"
"667df9cb-b7ee-4f81-ae7e-b49ca5b2005e","MNA (Section of Genoa) - Marine Biological Samples","https://ipt.biodiversity.aq/resource?r=mna",634,"Antarctic Biodiversity Information Facility (ANTABIF)",19457,7,"International / Intergovernmental","Metadata Provider","Anton","Van de Putte"
"fe37e687-056b-431f-93a8-6b39ff8490c6","MNA (Section of Genoa) - Marine Biological Samples","http://ipt.biodiversity.aq/resource?r=mna",634,"University of Genova; Facoltà di Scienze Matematiche Fisiche e Naturali; Dipartimento per lo Studio del Territorio e delle sue Risorse",19434,1,"Academic","Custodian Steward","Stefano","Schiaparelli"
"fe37e687-056b-431f-93a8-6b39ff8490c6","MNA (Section of Genoa) - Marine Biological Samples","http://ipt.biodiversity.aq/resource?r=mna",634,"Antarctic Biodiversity Information Facility (ANTABIF)",19457,7,"International / Intergovernmental","Contact","Anton","Van de Putte"
"fe37e687-056b-431f-93a8-6b39ff8490c6","MNA (Section of Genoa) - Marine Biological Samples","http://ipt.biodiversity.aq/resource?r=mna",634,"Antarctic Biodiversity Information Facility (ANTABIF)",19457,7,"International / Intergovernmental","Creator","Anton","Van de Putte"
"fe37e687-056b-431f-93a8-6b39ff8490c6","MNA (Section of Genoa) - Marine Biological Samples","http://ipt.biodiversity.aq/resource?r=mna",634,"Antarctic Biodiversity Information Facility (ANTABIF)",19457,7,"International / Intergovernmental","Metadata Provider","Anton","Van de Putte"
"ae4957e2-db31-4b45-908d-68f9c82322ac","SWFSC Marine Mammal Survey, STAR 2003, Cruise 1623","http://ipt.env.duke.edu/resource?r=zd_1051",616,"NOAA Southwest Fisheries Science Center",,,,"Originator","Tim","Gerrodette"
"ae4957e2-db31-4b45-908d-68f9c82322ac","SWFSC Marine Mammal Survey, STAR 2003, Cruise 1623","http://ipt.env.duke.edu/resource?r=zd_1051",616,"NOAA Southwest Fisheries Science Center",,,,"Creator","Tim","Gerrodette"
"ae4957e2-db31-4b45-908d-68f9c82322ac","SWFSC Marine Mammal Survey, STAR 2003, Cruise 1623","http://ipt.env.duke.edu/resource?r=zd_1051",616,"NOAA Southwest Fisheries Science Center",,,,"Owner","Lisa","Ballance"
"ae4957e2-db31-4b45-908d-68f9c82322ac","SWFSC Marine Mammal Survey, STAR 2003, Cruise 1623","http://ipt.env.duke.edu/resource?r=zd_1051",616,"NOAA Southwest Fisheries Science Center",,,,"Contact","Lisa","Ballance"
"ae4957e2-db31-4b45-908d-68f9c82322ac","SWFSC Marine Mammal Survey, STAR 2003, Cruise 1623","http://ipt.env.duke.edu/resource?r=zd_1051",616,"NOAA Southwest Fisheries Science Center",,,,"Creator","Lisa","Ballance"
"ae4957e2-db31-4b45-908d-68f9c82322ac","SWFSC Marine Mammal Survey, STAR 2003, Cruise 1623","http://ipt.env.duke.edu/resource?r=zd_1051",616,,,,,"Originator","Tim","Gerrodette"
"ae4957e2-db31-4b45-908d-68f9c82322ac","SWFSC Marine Mammal Survey, STAR 2003, Cruise 1623","http://ipt.env.duke.edu/resource?r=zd_1051",616,"Marine Geospatial Ecology Lab, Duke University",19393,1,"Academic","Distributor",,"OBIS-SEAMAP"
"ae4957e2-db31-4b45-908d-68f9c82322ac","SWFSC Marine Mammal Survey, STAR 2003, Cruise 1623","http://ipt.env.duke.edu/resource?r=zd_1051",616,"Marine Geospatial Ecology Lab, Duke University",19393,1,"Academic","Metadata Provider",,"OBIS-SEAMAP"
"ae4957e2-db31-4b45-908d-68f9c82322ac","SWFSC Marine Mammal Survey, STAR 2003, Cruise 1623","http://ipt.env.duke.edu/resource?r=zd_1051",616,,,,,"Owner","Lisa","Ballance"
"dd335e79-f580-44a1-bedc-1476437eb73e","Incidental sightings of marine mammals","http://ipt.vliz.be/eurobis/resource?r=imr_mammals",609,"Institute of Marine Research Marine Mammals Research Group (IMR)",,,,"Creator",,
"dd335e79-f580-44a1-bedc-1476437eb73e","Incidental sightings of marine mammals","http://ipt.vliz.be/eurobis/resource?r=imr_mammals",609,"Institute of Marine Research (IMR)",6717,2,"Research","Contact","Siri","Hartvedt"
"dd335e79-f580-44a1-bedc-1476437eb73e","Incidental sightings of marine mammals","http://ipt.vliz.be/eurobis/resource?r=imr_mammals",609,"Institute of Marine Research (IMR)",6717,2,"Research","AssociatedParty","Nils","Øien"
"dd335e79-f580-44a1-bedc-1476437eb73e","Incidental sightings of marine mammals","http://ipt.vliz.be/eurobis/resource?r=imr_mammals",609,"Institute of Marine Research (IMR)",6717,2,"Research","Metadata Provider","Nils","Øien"
"270f3e70-ff9b-411d-b170-2bc914d83f26","Biological Reference Collections ICM CSIC","http://ipt.vliz.be/eurobis/resource?r=cbr-icm",602,"Spanish Council for Scientific Research Institute of Marine Sciences (CSIC-ICM)",,,,"Contact","Francisco Javier","Olivas González"
"270f3e70-ff9b-411d-b170-2bc914d83f26","Biological Reference Collections ICM CSIC","http://ipt.vliz.be/eurobis/resource?r=cbr-icm",602,"Spanish Council for Scientific Research Institute of Marine Sciences (CSIC-ICM)",,,,"Creator","Francisco Javier","Olivas González"
"270f3e70-ff9b-411d-b170-2bc914d83f26","Biological Reference Collections ICM CSIC","http://ipt.vliz.be/eurobis/resource?r=cbr-icm",602,"Spanish Council for Scientific Research Institute of Marine Sciences (CSIC-ICM)",,,,"Metadata Provider","Francisco Javier","Olivas González"
"9c54e380-17cd-4d95-ab11-1616eb98cbc8","SWFSC juvenile loggerhead sea turtle tracking 2002-2005 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_758_1deg",578,,,,,"Originator","George","Balazs"
"9c54e380-17cd-4d95-ab11-1616eb98cbc8","SWFSC juvenile loggerhead sea turtle tracking 2002-2005 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_758_1deg",578,"NOAA Pacific Islands Science Center",,,,"Originator","George","Balazs"
"9c54e380-17cd-4d95-ab11-1616eb98cbc8","SWFSC juvenile loggerhead sea turtle tracking 2002-2005 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_758_1deg",578,"NOAA Pacific Islands Science Center",,,,"Creator","George","Balazs"
"9c54e380-17cd-4d95-ab11-1616eb98cbc8","SWFSC juvenile loggerhead sea turtle tracking 2002-2005 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_758_1deg",578,,,,,"Owner","Peter","Dutton"
"9c54e380-17cd-4d95-ab11-1616eb98cbc8","SWFSC juvenile loggerhead sea turtle tracking 2002-2005 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_758_1deg",578,"Marine Geospatial Ecology Lab, Duke University",19393,1,"Academic","Distributor",,"OBIS-SEAMAP"
"9c54e380-17cd-4d95-ab11-1616eb98cbc8","SWFSC juvenile loggerhead sea turtle tracking 2002-2005 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_758_1deg",578,"Marine Geospatial Ecology Lab, Duke University",19393,1,"Academic","Metadata Provider",,"OBIS-SEAMAP"
"9c54e380-17cd-4d95-ab11-1616eb98cbc8","SWFSC juvenile loggerhead sea turtle tracking 2002-2005 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_758_1deg",578,"NOAA Southwest Fisheries Science Center",,,,"Owner","Peter","Dutton"
"9c54e380-17cd-4d95-ab11-1616eb98cbc8","SWFSC juvenile loggerhead sea turtle tracking 2002-2005 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_758_1deg",578,"NOAA Southwest Fisheries Science Center",,,,"Contact","Peter","Dutton"
"9c54e380-17cd-4d95-ab11-1616eb98cbc8","SWFSC juvenile loggerhead sea turtle tracking 2002-2005 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_758_1deg",578,"NOAA Southwest Fisheries Science Center",,,,"Creator","Peter","Dutton"
"0863a646-ab1c-4f68-ba42-ba99ba0229a8","Northern Elephant Seals Post-Molting 2016 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_1388_1deg",575,,,,,"Owner","Daniel","Costa"
"0863a646-ab1c-4f68-ba42-ba99ba0229a8","Northern Elephant Seals Post-Molting 2016 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_1388_1deg",575,"Costa Lab Mammals",,,,"Owner","Daniel","Costa"
"0863a646-ab1c-4f68-ba42-ba99ba0229a8","Northern Elephant Seals Post-Molting 2016 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_1388_1deg",575,"Costa Lab Mammals",,,,"Contact","Daniel","Costa"
"0863a646-ab1c-4f68-ba42-ba99ba0229a8","Northern Elephant Seals Post-Molting 2016 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_1388_1deg",575,"Costa Lab Mammals",,,,"Creator","Daniel","Costa"
"0863a646-ab1c-4f68-ba42-ba99ba0229a8","Northern Elephant Seals Post-Molting 2016 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_1388_1deg",575,"Marine Geospatial Ecology Lab, Duke University",19393,1,"Academic","Distributor",,"OBIS-SEAMAP"
"0863a646-ab1c-4f68-ba42-ba99ba0229a8","Northern Elephant Seals Post-Molting 2016 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_1388_1deg",575,"Marine Geospatial Ecology Lab, Duke University",19393,1,"Academic","Metadata Provider",,"OBIS-SEAMAP"
"0863a646-ab1c-4f68-ba42-ba99ba0229a8","Northern Elephant Seals Post-Molting 2016 (aggregated per 1-degree cell)","http://ipt.env.duke.edu/resource?r=zd_1388_1deg",575,"seaturtle.org",,,,"Originator",,"Satellite Tracking and Analysis Tool"
"0e1d55f3-c7dc-4355-a81f-e48a96795329","Shorefishes of the Tropical Eastern Pacific Online Information System (SFTEP)","http://ipt.obis.org/nonode/resource?r=sftep",575,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental","Metadata Provider",,"OBIS Secretariat"
"0e1d55f3-c7dc-4355-a81f-e48a96795329","Shorefishes of the Tropical Eastern Pacific Online Information System (SFTEP)","http://ipt.obis.org/nonode/resource?r=sftep",575,"Smithsonian Tropical Research Institute",,,,"Creator",,
"0e1d55f3-c7dc-4355-a81f-e48a96795329","Shorefishes of the Tropical Eastern Pacific Online Information System (SFTEP)","http://ipt.obis.org/nonode/resource?r=sftep",575,"Smithsonian Tropical Research Institute",,,,"Contact","Ross","Robertson"
"0dd0a06f-8089-40c7-a391-77a958231c4f","Antarctic Krill occurrence data from Ukraine YUGNIRO Institute","http://ipt.biodiversity.aq/resource?r=yugniro_krill",572,"Royal Belgian Institute of Natural Sciences; Departement Educatie en Natuur; Afdeling Zoetwaterbiologie",18705,2,"Research","Point Of Contact","Bruno","Danis"
