"id","title","records","institute","oceanexpert_id","typeid","type"
"81d08bfb-cd2b-4c01-be3f-882be299e667","Antarctic Krill occurrence data from US AMLR  ""US Antarctic Marine Living Resources"" Program",1258,"Koninklijk Belgisch Instituut voor Natuurwetenschappen",18705,2,"Research"
"81d08bfb-cd2b-4c01-be3f-882be299e667","Antarctic Krill occurrence data from US AMLR  ""US Antarctic Marine Living Resources"" Program",1258,"Antarctic Biodiversity Information Facility",19457,7,"International / Intergovernmental"
"81d08bfb-cd2b-4c01-be3f-882be299e667","Antarctic Krill occurrence data from US AMLR  ""US Antarctic Marine Living Resources"" Program",1258,"Royal Belgian Institute of Natural Sciences; Departement Educatie en Natuur; Afdeling Zoetwaterbiologie",NA,NA,NA
"81d08bfb-cd2b-4c01-be3f-882be299e667","Antarctic Krill occurrence data from US AMLR  ""US Antarctic Marine Living Resources"" Program",1258,"Antarctic Biodiversity Information Facility (ANTABIF)",NA,NA,NA
"81d08bfb-cd2b-4c01-be3f-882be299e667","Antarctic Krill occurrence data from US AMLR  ""US Antarctic Marine Living Resources"" Program",1258,"Thünen Institute of Sea Fisheries",NA,NA,NA
"82709246-098e-4bb2-bac0-8553d0a5b0d1","Electron Microscope Database",1252,"Australian Antarctic Division",5028,3,"Government"
"82709246-098e-4bb2-bac0-8553d0a5b0d1","Electron Microscope Database",1252,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"82709246-098e-4bb2-bac0-8553d0a5b0d1","Electron Microscope Database",1252,"Australian Antarctic Division (AAD)",NA,NA,NA
"7152c8a0-bd07-4149-805c-9d5d001d2f33","RMT Trawl catch from the 1990/91 V6 AAMBER2 voyage",1212,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"58f229d6-8aad-4d85-b4b6-621d4f25d5ec","Museums Victoria Ichthyology Collection",1186,"CSIRO Oceans and Atmosphere (Hobart)",17014,3,"Government"
"58f229d6-8aad-4d85-b4b6-621d4f25d5ec","Museums Victoria Ichthyology Collection",1186,"Museums Victoria",18185,3,"Government"
"58f229d6-8aad-4d85-b4b6-621d4f25d5ec","Museums Victoria Ichthyology Collection",1186,"CSIRO Oceans and Atmosphere",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Vlaams Instituut voor de Zee",6223,3,"Government"
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Lomonosov Moscow State University,GSP",7373,1,"Academic"
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"National Institute for Water & Atmospheric Research",7489,2,"Research"
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"P.P.Shirshov Institute of Oceanology of Russian Academy of Sciences",7879,2,"Research"
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Universidade Federal do Pará",10228,1,"Academic"
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Univesity of Texas at San Antonio, College of Sciences",10651,1,"Academic"
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"POD Federaal Wetenschapsbeleid",10708,3,"Government"
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Universiteit Gent, Marine Biology research group",11235,1,"Academic"
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Universidade Federal de Sao Paulo",15498,1,"Academic"
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"University of Salzburg",19325,1,"Academic"
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Universiteit Gent, Faculteit Wetenschap, Vakgroep Biologie, Afdeling Nematologie",19415,2,"Research"
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Naturhistoriska riksmuseet",19429,2,"Research"
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Onderzoeksgroep Mariene Biologie (MARBIOL)",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Koninklijk Belgisch Instituut voor Natuurwetenschappen; Operationele Directie Natuurlijk Milieu; Aquatische en Terrestrische Ecologie (ATECO)",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"National Institute of Water and Atmospheric Research (NIWA)",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Lomonosov Moscow State University (MSU)",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie Onderzoeksgroep Mariene Biologie (UGent-MARBIOL)",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Vlaams Instituut voor de Zee (VLIZ)",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Universität Salzburg",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Russian Academy of Sciences; P. P. Shirshov Institute of Oceanology (SIO RAS)",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Belgian Science Policy (BELSPO)",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Swedish Museum of Natural History (NRM)",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Bioconsult Schuchardt &amp; Scholle Gbr",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Flanders Marine Institute (VLIZ)",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"University of Texas at San Antonio (UTSA)",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Universidade Federal de São Paulo (UNIFESP)",NA,NA,NA
"29dbebfe-bf43-4167-ab9b-48bcd546edc9","World Database of Free-Living Marine Nematodes",1164,"Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie; Afdeling Nematologie",NA,NA,NA
"dac1f0ac-24a9-4b89-b2af-ab84a23c9a26","NMFS Turtle Tracking (aggregated per 1-degree cell)",1157,"Duke University",19393,1,"Academic"
"dac1f0ac-24a9-4b89-b2af-ab84a23c9a26","NMFS Turtle Tracking (aggregated per 1-degree cell)",1157,"NOAA Pacific Islands Fisheries Science Center",NA,NA,NA
"dac1f0ac-24a9-4b89-b2af-ab84a23c9a26","NMFS Turtle Tracking (aggregated per 1-degree cell)",1157,"NOAA Pacific Islands Science Center",NA,NA,NA
"dac1f0ac-24a9-4b89-b2af-ab84a23c9a26","NMFS Turtle Tracking (aggregated per 1-degree cell)",1157,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"a0737a06-66ef-41e7-9458-9c05f53340b5","Australian Museum Ichthyology Collection",1123,"CSIRO Oceans and Atmosphere (Hobart)",17014,3,"Government"
"a0737a06-66ef-41e7-9458-9c05f53340b5","Australian Museum Ichthyology Collection",1123,"Australian Museum",19275,5,"Private non-profit"
"a0737a06-66ef-41e7-9458-9c05f53340b5","Australian Museum Ichthyology Collection",1123,"CSIRO Oceans and Atmosphere",NA,NA,NA
"a3e8280e-fc7d-495d-9b76-ded6e8943300","IMOS - AATAMS Facility - Tracking of Short-tailed shearwaters, Southern Ocean, Australia (2010 - 2012)",1106,"University of Queensland, St Lucia Campus",9329,1,"Academic"
"a3e8280e-fc7d-495d-9b76-ded6e8943300","IMOS - AATAMS Facility - Tracking of Short-tailed shearwaters, Southern Ocean, Australia (2010 - 2012)",1106,"CSIRO Oceans and Atmosphere (Hobart)",17014,3,"Government"
"a3e8280e-fc7d-495d-9b76-ded6e8943300","IMOS - AATAMS Facility - Tracking of Short-tailed shearwaters, Southern Ocean, Australia (2010 - 2012)",1106,"CSIRO Oceans and Atmosphere",NA,NA,NA
"a3e8280e-fc7d-495d-9b76-ded6e8943300","IMOS - AATAMS Facility - Tracking of Short-tailed shearwaters, Southern Ocean, Australia (2010 - 2012)",1106,"The University of Queensland",NA,NA,NA
"159421b6-a764-4af1-9cc3-bc652dbeb12e","British Antarctic (Terra Nova) Expedition, 1910-1913",1101,"National Institute for Water & Atmospheric Research",7489,2,"Research"
"159421b6-a764-4af1-9cc3-bc652dbeb12e","British Antarctic (Terra Nova) Expedition, 1910-1913",1101,"NIWA",NA,NA,NA
"2870c548-343e-4575-ac67-a4da35182c52","South Atlantic MAR-ECO 2009 cruise",1081,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"0e2be190-07dd-4a5d-97fd-f1b796127b9a","SCAR Biogeographic Atlas of the Southern Ocean- Tintinnid Ciliates of the Southern Ocean",1079,"Observatoire Océanologique de Villefranche-sur-Mer, Université Paris6",13380,1,"Academic"
"0e2be190-07dd-4a5d-97fd-f1b796127b9a","SCAR Biogeographic Atlas of the Southern Ocean- Tintinnid Ciliates of the Southern Ocean",1079,"Koninklijk Belgisch Instituut voor Natuurwetenschappen",18705,2,"Research"
"0e2be190-07dd-4a5d-97fd-f1b796127b9a","SCAR Biogeographic Atlas of the Southern Ocean- Tintinnid Ciliates of the Southern Ocean",1079,"Royal Belgian Institute for Natural Sceinces",NA,NA,NA
"0e2be190-07dd-4a5d-97fd-f1b796127b9a","SCAR Biogeographic Atlas of the Southern Ocean- Tintinnid Ciliates of the Southern Ocean",1079,"Université Pierre et Marie Curie and Centre National de la Recherche Scientifique (CNRS)",NA,NA,NA
"0e2be190-07dd-4a5d-97fd-f1b796127b9a","SCAR Biogeographic Atlas of the Southern Ocean- Tintinnid Ciliates of the Southern Ocean",1079,"/",NA,NA,NA
"d1b0fc23-d1f1-4ccb-b369-eb1525d23c55","Asteroids, ophiuroids and holothurians from the South-Eastern Weddell Sea (Southern Ocean)",1075,"Alfred-Wegener-Institut (Helmholtz-Zentrum für Polar- und Meeresforschung)",4953,2,"Research"
"d1b0fc23-d1f1-4ccb-b369-eb1525d23c55","Asteroids, ophiuroids and holothurians from the South-Eastern Weddell Sea (Southern Ocean)",1075,"Schleswig-Holstein – Landesamt für Landwirtschaft, Umwelt und ländliche Räume",19563,3,"Government"
"d1b0fc23-d1f1-4ccb-b369-eb1525d23c55","Asteroids, ophiuroids and holothurians from the South-Eastern Weddell Sea (Southern Ocean)",1075,"Universität zu Kiel — Institut für Ökosystemforschung",19611,1,"Academic"
"d1b0fc23-d1f1-4ccb-b369-eb1525d23c55","Asteroids, ophiuroids and holothurians from the South-Eastern Weddell Sea (Southern Ocean)",1075,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume",NA,NA,NA
"d1b0fc23-d1f1-4ccb-b369-eb1525d23c55","Asteroids, ophiuroids and holothurians from the South-Eastern Weddell Sea (Southern Ocean)",1075,"Alfred Wegener Institute Hemholtz Centre for Polar and Marine Research",NA,NA,NA
"d1b0fc23-d1f1-4ccb-b369-eb1525d23c55","Asteroids, ophiuroids and holothurians from the South-Eastern Weddell Sea (Southern Ocean)",1075,"Institute for Ecosystem Research of Kiel University",NA,NA,NA
"33b5f094-38b0-4ad2-82d8-1e57f9bc291c","Antarctic Biodiversity Studies 2006 (Ross Sea, Scott Island, and Balleny Islands) (TAN0602)",1061,"National Institute for Water & Atmospheric Research",7489,2,"Research"
"33b5f094-38b0-4ad2-82d8-1e57f9bc291c","Antarctic Biodiversity Studies 2006 (Ross Sea, Scott Island, and Balleny Islands) (TAN0602)",1061,"NIWA",NA,NA,NA
"10fe54bb-b93b-4f00-bf4c-bd51542614ef","Taxonomic Information System for the Belgian coastal area",1054,"Vlaams Instituut voor de Zee",6223,3,"Government"
"10fe54bb-b93b-4f00-bf4c-bd51542614ef","Taxonomic Information System for the Belgian coastal area",1054,"Vlaams Instituut voor de Zee (VLIZ)",NA,NA,NA
"10fe54bb-b93b-4f00-bf4c-bd51542614ef","Taxonomic Information System for the Belgian coastal area",1054,"Flanders Marine Institute (VLIZ)",NA,NA,NA
"292f775d-c300-4e21-8af2-b3b16a0a0ddc","BOLD Public Fish Data",1034,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"52076a40-4d20-4ebc-8e08-3c47adb388eb","Mackerel and horse mackerel eggs",1023,"Vlaams Instituut voor de Zee",6223,3,"Government"
"52076a40-4d20-4ebc-8e08-3c47adb388eb","Mackerel and horse mackerel eggs",1023,"International Council for the Exploration of the Sea",10573,7,"International / Intergovernmental"
"52076a40-4d20-4ebc-8e08-3c47adb388eb","Mackerel and horse mackerel eggs",1023,"International Council for the Exploration of the Sea (ICES)",NA,NA,NA
"52076a40-4d20-4ebc-8e08-3c47adb388eb","Mackerel and horse mackerel eggs",1023,"Marine Institute Ireland (MI)",NA,NA,NA
"52076a40-4d20-4ebc-8e08-3c47adb388eb","Mackerel and horse mackerel eggs",1023,"Flanders Marine Institute (VLIZ)",NA,NA,NA
"09a7a54c-04d8-4ffd-acbc-7fedab555e3b","Macrozooplankton concentrations estimated from MOCNESS tow samples, Continental Margin Western Antarctic Peninsula, GLOBEC",1014,"Woods Hole Oceanographic Institution",9783,1,"Academic"
"09a7a54c-04d8-4ffd-acbc-7fedab555e3b","Macrozooplankton concentrations estimated from MOCNESS tow samples, Continental Margin Western Antarctic Peninsula, GLOBEC",1014,"Koninklijk Belgisch Instituut voor Natuurwetenschappen",18705,2,"Research"
"09a7a54c-04d8-4ffd-acbc-7fedab555e3b","Macrozooplankton concentrations estimated from MOCNESS tow samples, Continental Margin Western Antarctic Peninsula, GLOBEC",1014,"Antarctic Biodiversity Information Facility",19457,7,"International / Intergovernmental"
"09a7a54c-04d8-4ffd-acbc-7fedab555e3b","Macrozooplankton concentrations estimated from MOCNESS tow samples, Continental Margin Western Antarctic Peninsula, GLOBEC",1014,"Royal Belgian Institute of Natural Sciences; Departement Educatie en Natuur; Afdeling Zoetwaterbiologie",NA,NA,NA
"09a7a54c-04d8-4ffd-acbc-7fedab555e3b","Macrozooplankton concentrations estimated from MOCNESS tow samples, Continental Margin Western Antarctic Peninsula, GLOBEC",1014,"Antarctic Biodiversity Information Facility (ANTABIF)",NA,NA,NA
"ed985d06-bb86-4737-8ade-197837b0af24","PANGAEA - Data from Lamont-Doherty Earth Observatory, Colombia University",1008,"Vlaams Instituut voor de Zee",6223,3,"Government"
"ed985d06-bb86-4737-8ade-197837b0af24","PANGAEA - Data from Lamont-Doherty Earth Observatory, Colombia University",1008,"Columbia University Lamont-Doherty Earth Observatory",NA,NA,NA
"ed985d06-bb86-4737-8ade-197837b0af24","PANGAEA - Data from Lamont-Doherty Earth Observatory, Colombia University",1008,"Flanders Marine Institute (VLIZ)",NA,NA,NA
"b8617377-eb1c-4db2-baa6-8788a632e810","Ichthyology Collection - Royal Ontario Museum",1000,"Royal Ontario Museum",19531,3,"Government"
"0a339f70-b7de-4a60-8b32-02829c14574e","DFO NL: The 1954-1993 Newfoundland cod-tagging database spatial-temporal distributions",988,"Fisheries and Oceans Canada – Bedford Institute of Oceanography",5070,3,"Government"
"0a339f70-b7de-4a60-8b32-02829c14574e","DFO NL: The 1954-1993 Newfoundland cod-tagging database spatial-temporal distributions",988,"Northwest Atlantic Fisheries Centre (DFO – NWAFC), Fisheries and Oceans Canada",9838,3,"Government"
"0a339f70-b7de-4a60-8b32-02829c14574e","DFO NL: The 1954-1993 Newfoundland cod-tagging database spatial-temporal distributions",988,"Fisheries and Oceans Canada",19196,3,"Government"
"f96f51b2-a8c7-440e-b345-4607d242c610","MAR-ECO 2004 - Mammals and birds",968,"Vlaams Instituut voor de Zee",6223,3,"Government"
"f96f51b2-a8c7-440e-b345-4607d242c610","MAR-ECO 2004 - Mammals and birds",968,"Institute of Marine Research Norwegian Marine Data Centre (IMR)",NA,NA,NA
"f96f51b2-a8c7-440e-b345-4607d242c610","MAR-ECO 2004 - Mammals and birds",968,"Flanders Marine Institute (VLIZ)",NA,NA,NA
"b3c3d0d0-ae60-4fae-86a6-5337710d4924","Nematodes from the Weddell Sea",960,"Vlaams Instituut voor de Zee",6223,3,"Government"
"b3c3d0d0-ae60-4fae-86a6-5337710d4924","Nematodes from the Weddell Sea",960,"Universiteit Gent; Faculteit Wetenschappen; Vakgroep Biologie Onderzoeksgroep Mariene Biologie (UGent-MARBIOL)",NA,NA,NA
"b3c3d0d0-ae60-4fae-86a6-5337710d4924","Nematodes from the Weddell Sea",960,"Flanders Marine Institute (VLIZ)",NA,NA,NA
"9818d42f-87ed-4bea-95bf-dac9226f3748","TOPP northern elephant seal (Mirounga angustirostris) ARGOS satellite tracking",958,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"9818d42f-87ed-4bea-95bf-dac9226f3748","TOPP northern elephant seal (Mirounga angustirostris) ARGOS satellite tracking",958,"University of California, Santa Cruz; Biology Departement",NA,NA,NA
"e0be5727-5158-4de3-a3df-2e5b3e9d8c07","Biogeographic distribution of Antarctic and sub-Antarctic Cumacea",954,"Universität Hamburg, Centrum für Naturkunde, Zoologisches Museum",18179,1,"Academic"
"e0be5727-5158-4de3-a3df-2e5b3e9d8c07","Biogeographic distribution of Antarctic and sub-Antarctic Cumacea",954,"Antarctic Biodiversity Information Facility",19457,7,"International / Intergovernmental"
"e0be5727-5158-4de3-a3df-2e5b3e9d8c07","Biogeographic distribution of Antarctic and sub-Antarctic Cumacea",954,"University of Hamburg; Zoological Institute und Zoological Museum; Zoological Museum Hamburg",NA,NA,NA
"e0be5727-5158-4de3-a3df-2e5b3e9d8c07","Biogeographic distribution of Antarctic and sub-Antarctic Cumacea",954,"Antarctic Biodiversity Information Facility (ANTABIF)",NA,NA,NA
"87c3a8bf-1b80-49ae-a994-91533c6c6907","Continuous Plankton Recorder Dataset (NOAA) - Phytoplankton",951,"Vlaams Instituut voor de Zee",6223,3,"Government"
"87c3a8bf-1b80-49ae-a994-91533c6c6907","Continuous Plankton Recorder Dataset (NOAA) - Phytoplankton",951,"Sir Alister Hardy Foundation for Ocean Science",8326,1,"Academic"
"87c3a8bf-1b80-49ae-a994-91533c6c6907","Continuous Plankton Recorder Dataset (NOAA) - Phytoplankton",951,"Federal Government of the United States of America; Department of Commerce National Oceanic and Atmospheric Administration (NOAA)",NA,NA,NA
"87c3a8bf-1b80-49ae-a994-91533c6c6907","Continuous Plankton Recorder Dataset (NOAA) - Phytoplankton",951,"The Sir Alister Hardy Foundation for Ocean Science The Laboratory (SAHFOS)",NA,NA,NA
"87c3a8bf-1b80-49ae-a994-91533c6c6907","Continuous Plankton Recorder Dataset (NOAA) - Phytoplankton",951,"Flanders Marine Institute (VLIZ)",NA,NA,NA
"b7cdeca9-f3a4-474f-b644-a74f504083bb","CephBase",943,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"b7cdeca9-f3a4-474f-b644-a74f504083bb","CephBase",943,"University of British Columbia; Aquatic Ecosystems Research Laboratory",NA,NA,NA
"696d20b7-1cf8-4b81-b57c-6c99acf772d5","South Australian Museum Marine Invertebrates Collection",940,"CSIRO Oceans and Atmosphere (Hobart)",17014,3,"Government"
"696d20b7-1cf8-4b81-b57c-6c99acf772d5","South Australian Museum Marine Invertebrates Collection",940,"South Australian Museum",19474,3,"Government"
"696d20b7-1cf8-4b81-b57c-6c99acf772d5","South Australian Museum Marine Invertebrates Collection",940,"CSIRO Oceans and Atmosphere",NA,NA,NA
"c871a755-f66a-49e6-8024-86bf700c1210","Marine Geoscience Data System",940,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"c871a755-f66a-49e6-8024-86bf700c1210","Marine Geoscience Data System",940,"Columbia University; Lamont-Doherty Earth Observatory",NA,NA,NA
"1ac71f22-591e-4b4a-b5ff-f5d183eb9c5b","RMT Trawl catch from the 1982/83 V2 ADBEX I voyage",936,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"f3748c6c-54d6-4754-849b-96c68086dcab","Arctic Ostracoda database 2010",922,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"3e8a8d84-09c1-475f-a172-c4d69af5d2ca","DFO Pacific IOS zooplankton database - Zooplankton samples collected during cruises to the Canadian Arctic between 1987 and 2000",908,"Institute of Ocean Science (DFO – IOS), Fisheries and Oceans Canada",6741,3,"Government"
"3e8a8d84-09c1-475f-a172-c4d69af5d2ca","DFO Pacific IOS zooplankton database - Zooplankton samples collected during cruises to the Canadian Arctic between 1987 and 2000",908,"Fisheries and Oceans Canada",19196,3,"Government"
"d1001fdc-d4a2-4d01-bcd2-2e122f2ca537","Biodiversity of the Gulf of Mexico Database (BioGoMx)",891,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"eff46ae6-2868-4d3d-a68b-f731cae8689e","Tern Island Albatrosses - 1999 (aggregated per 1-degree cell)",874,"Duke University",19393,1,"Academic"
"eff46ae6-2868-4d3d-a68b-f731cae8689e","Tern Island Albatrosses - 1999 (aggregated per 1-degree cell)",874,"Wake Forest University",NA,NA,NA
"eff46ae6-2868-4d3d-a68b-f731cae8689e","Tern Island Albatrosses - 1999 (aggregated per 1-degree cell)",874,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"717559d3-e4e3-47cc-9fb1-277cf2a614ed","Spring Phytoplankton Assemblages in the Southern Ocean Between Australia and Antarctica (CLIVAR-SR3)",820,"Australian Antarctic Division",5028,3,"Government"
"717559d3-e4e3-47cc-9fb1-277cf2a614ed","Spring Phytoplankton Assemblages in the Southern Ocean Between Australia and Antarctica (CLIVAR-SR3)",820,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"717559d3-e4e3-47cc-9fb1-277cf2a614ed","Spring Phytoplankton Assemblages in the Southern Ocean Between Australia and Antarctica (CLIVAR-SR3)",820,"Australian Antarctic Division (AAD)",NA,NA,NA
"717559d3-e4e3-47cc-9fb1-277cf2a614ed","Spring Phytoplankton Assemblages in the Southern Ocean Between Australia and Antarctica (CLIVAR-SR3)",820,"Australian Antarctic Division Australian Antarctic Data Centre (AAD)",NA,NA,NA
"c6c6e058-20aa-42d1-aa78-8a57413a840e","MNA Italica 2004_Rauschert dredge_Ross_sea_Mollusca_lgp",812,"British Antarctic Survey",5163,2,"Research"
"c6c6e058-20aa-42d1-aa78-8a57413a840e","MNA Italica 2004_Rauschert dredge_Ross_sea_Mollusca_lgp",812,"Dipartimento di Scienze della terra, dell'ambiente e della vita",19289,1,"Academic"
"c6c6e058-20aa-42d1-aa78-8a57413a840e","MNA Italica 2004_Rauschert dredge_Ross_sea_Mollusca_lgp",812,"Museo Nazionale dell'Antartide, Genova",19424,2,"Research"
"c6c6e058-20aa-42d1-aa78-8a57413a840e","MNA Italica 2004_Rauschert dredge_Ross_sea_Mollusca_lgp",812,"DISTAV - University of Genoa &amp; Italian National Antarctic Museum (MNA)",NA,NA,NA
"c6c6e058-20aa-42d1-aa78-8a57413a840e","MNA Italica 2004_Rauschert dredge_Ross_sea_Mollusca_lgp",812,"British Antarctic Survey (BAS)",NA,NA,NA
"c6c6e058-20aa-42d1-aa78-8a57413a840e","MNA Italica 2004_Rauschert dredge_Ross_sea_Mollusca_lgp",812,"Department of Physical, Earth and Environmental Sciences, University of Siena, Siena, Italy &amp; Italian National Antarctic Museum (MNA, Section of Genoa)",NA,NA,NA
"c6c6e058-20aa-42d1-aa78-8a57413a840e","MNA Italica 2004_Rauschert dredge_Ross_sea_Mollusca_lgp",812,"Department of Earth, Environmental and Life Sciences (DISTAV)",NA,NA,NA
"84cfefce-ded2-4a7f-bb46-6501d724ce0c","SIO Marine Bird and Mammal Survey 2003",804,"Duke University",19393,1,"Academic"
"84cfefce-ded2-4a7f-bb46-6501d724ce0c","SIO Marine Bird and Mammal Survey 2003",804,"Duke University Marine Laboratory",NA,NA,NA
"84cfefce-ded2-4a7f-bb46-6501d724ce0c","SIO Marine Bird and Mammal Survey 2003",804,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"4b95a68a-45af-4007-b0fa-4f446843b638","Porifera collection of the Italian National Antarctic Museum (MNA) - Data",794,"Museo Nazionale dell'Antartide, Genova",19424,2,"Research"
"4b95a68a-45af-4007-b0fa-4f446843b638","Porifera collection of the Italian National Antarctic Museum (MNA) - Data",794,"MNA",NA,NA,NA
"57d646ec-d521-4175-a6fd-e89be7cc5611","Tern Island Albatrosses - 1998 (aggregated per 1-degree cell)",794,"Duke University",19393,1,"Academic"
"57d646ec-d521-4175-a6fd-e89be7cc5611","Tern Island Albatrosses - 1998 (aggregated per 1-degree cell)",794,"Duke University Marine Laboratory",NA,NA,NA
"57d646ec-d521-4175-a6fd-e89be7cc5611","Tern Island Albatrosses - 1998 (aggregated per 1-degree cell)",794,"Wake Forest University",NA,NA,NA
"57d646ec-d521-4175-a6fd-e89be7cc5611","Tern Island Albatrosses - 1998 (aggregated per 1-degree cell)",794,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"9f1a9d1c-833e-4fbc-9ecf-1918c7a8b699","Canadian Museum of Nature Fish Collection",790,"Canadian Museum of Nature, Research & Collections",5222,3,"Government"
"9f1a9d1c-833e-4fbc-9ecf-1918c7a8b699","Canadian Museum of Nature Fish Collection",790,"Canadian Museum of Nature",NA,NA,NA
"ed578762-4306-499f-ba44-13181fd0117a","Diatom and foraminiferal samples from surficial sediments of Prydz Bay, Antarctica",782,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"ed578762-4306-499f-ba44-13181fd0117a","Diatom and foraminiferal samples from surficial sediments of Prydz Bay, Antarctica",782,"Australian Antarctic Division Australian Antarctic Data Centre (AAD)",NA,NA,NA
"ed578762-4306-499f-ba44-13181fd0117a","Diatom and foraminiferal samples from surficial sediments of Prydz Bay, Antarctica",782,"Australian Antarctic Division; Australian Antarctic Data Centre",NA,NA,NA
"8bec8652-1cbe-4710-beac-36294359f012","Ostracods of the family Halocyprididae from the northwestern Indian Ocean",780,"National Institute for Water & Atmospheric Research",7489,2,"Research"
"8bec8652-1cbe-4710-beac-36294359f012","Ostracods of the family Halocyprididae from the northwestern Indian Ocean",780,"The A. O. Kovalevsky Institute of Marine Biological Research of Russian Academia of Science –  Department of Plankton",19523,2,"Research"
"8bec8652-1cbe-4710-beac-36294359f012","Ostracods of the family Halocyprididae from the northwestern Indian Ocean",780,"Department of Plankton",NA,NA,NA
"8bec8652-1cbe-4710-beac-36294359f012","Ostracods of the family Halocyprididae from the northwestern Indian Ocean",780,"NIWA",NA,NA,NA
"4dbcc33b-eca5-4eb6-b47e-3a5512be0313","Walter Herwig 1978 (FFS): SeaStars (Echinodermata, Asteroidea)",772,"Koninklijk Belgisch Instituut voor Natuurwetenschappen",18705,2,"Research"
"4dbcc33b-eca5-4eb6-b47e-3a5512be0313","Walter Herwig 1978 (FFS): SeaStars (Echinodermata, Asteroidea)",772,"Antarctic Biodiversity Information Facility",19457,7,"International / Intergovernmental"
