"phylum","class","dataset_id","records"
"Acanthocephala","Palaeacanthocephala","10fe54bb-b93b-4f00-bf4c-bd51542614ef",5
"Acanthocephala","Palaeacanthocephala","471a8de8-80f8-43f9-9443-88a45712feba",3
"Acanthocephala","Palaeacanthocephala","517ac935-af0f-4358-88fb-7093015182af",7
"Acidobacteria","Acidobacteria","2f3bb864-dec5-492e-90c1-35d592d640ab",15
"Acidobacteria","Acidobacteria","2fd06604-7d20-4712-9f68-eae9ae336bb5",2880
"Acidobacteria","Holophagae","2f3bb864-dec5-492e-90c1-35d592d640ab",3
"Actinobacteria","Actinobacteria","2f3bb864-dec5-492e-90c1-35d592d640ab",327
"Actinobacteria","Actinobacteria","2fd06604-7d20-4712-9f68-eae9ae336bb5",3113
"Actinobacteria","Actinobacteria","bcbabc5e-a0b9-4ddd-9e0e-dd99f01edefc",89
"Actinobacteria","Actinobacteria","bd3412c1-cefb-4216-bf70-64557f680a23",89
"Amoebozoa","Discosea","10fe54bb-b93b-4f00-bf4c-bd51542614ef",2
"Amoebozoa","Discosea","2f3bb864-dec5-492e-90c1-35d592d640ab",31
"Amoebozoa","Discosea","2fd06604-7d20-4712-9f68-eae9ae336bb5",4
"Amoebozoa","Discosea","67df1139-c62e-4b07-a67c-141009f0035d",7
"Amoebozoa","Discosea","a1b11fb9-5069-458d-aa7d-86ff92cb645e",7
"Amoebozoa","Myxogastria","2f3bb864-dec5-492e-90c1-35d592d640ab",122
"Amoebozoa","Tubulinea","10fe54bb-b93b-4f00-bf4c-bd51542614ef",2
"Amoebozoa","Tubulinea","2f3bb864-dec5-492e-90c1-35d592d640ab",16
"Amoebozoa","Tubulinea","2fd06604-7d20-4712-9f68-eae9ae336bb5",133
"Amoebozoa","Tubulinea","b58d5ca0-1af8-48b3-993d-6c89742bb0d2",1
"Amoebozoa","Tubulinea","f7d8aa43-cdfe-4be2-82a6-88ee33c5c60c",8
"Annelida","Clitellata","10b213e6-a9c4-459e-a40c-ef9edc461b97",3
"Annelida","Clitellata","10fe54bb-b93b-4f00-bf4c-bd51542614ef",12
"Annelida","Clitellata","159421b6-a764-4af1-9cc3-bc652dbeb12e",1
"Annelida","Clitellata","2930bb18-955e-49b4-8721-cfa2dc3d1dde",10
"Annelida","Clitellata","2f3bb864-dec5-492e-90c1-35d592d640ab",93
"Annelida","Clitellata","33402693-a77d-443e-87a7-f9597315f76c",3
"Annelida","Clitellata","3425145f-8016-403a-abca-9cb33a29108e",8
"Annelida","Clitellata","3ac81162-1804-43c4-b766-aabe2abcc572",1
"Annelida","Clitellata","3f980ed3-99d1-45b8-a8b8-923c8ac8bf82",3
"Annelida","Clitellata","471a8de8-80f8-43f9-9443-88a45712feba",1
"Annelida","Clitellata","49d1b62c-124a-4854-b878-b83de130eb23",7
"Annelida","Clitellata","517ac935-af0f-4358-88fb-7093015182af",11
"Annelida","Clitellata","582e394b-f370-4c45-b624-9899a253ce4a",22
"Annelida","Clitellata","6af80242-edfd-4dd2-b957-8e715789e479",1
"Annelida","Clitellata","72a71039-7089-4aa3-931a-7dc0acf7cb4a",1
"Annelida","Clitellata","89e23fc8-3f61-4480-9de3-358fe6eefe0b",107
"Annelida","Clitellata","8acba7e7-2e50-4490-8328-b78a30472508",4
"Annelida","Clitellata","9bc7507c-1513-4d8e-bcae-a8789821d574",22
"Annelida","Clitellata","b0a7add2-dd9e-4020-9ca4-5df048c8f6a2",5
"Annelida","Clitellata","b703fd15-2db3-4247-b5c6-f65bcd5f0a9c",5
"Annelida","Clitellata","b74b429a-4052-4f5b-bff3-fe0b5a2e8669",7
"Annelida","Clitellata","ba135f30-d828-4ed4-a6d2-84101293c49a",2
"Annelida","Clitellata","cdcddae2-a8e0-4c86-9e8d-f85134876937",10
"Annelida","Clitellata","d1001fdc-d4a2-4d01-bcd2-2e122f2ca537",3
"Annelida","Clitellata","d104db68-63cf-4f34-b92a-54bd55a07394",1
"Annelida","Clitellata","e13f0a51-f810-45d6-9503-64ecd7bedd70",13
"Annelida","Clitellata","fa9bc19f-f98a-4278-ab99-c6d8ef4966c7",2
"Annelida","Polychaeta","0001aa41-e3e4-40a0-9193-9a5c81c627bf",251
"Annelida","Polychaeta","00f47c38-6233-4d6c-bd93-67a771ab6224",70
"Annelida","Polychaeta","05bde978-ec4c-419b-92cf-94e267e750ad",1
"Annelida","Polychaeta","09a7a54c-04d8-4ffd-acbc-7fedab555e3b",112
"Annelida","Polychaeta","0c59dc30-4b06-4572-addc-155042f81fd0",67
"Annelida","Polychaeta","10b213e6-a9c4-459e-a40c-ef9edc461b97",418
"Annelida","Polychaeta","10fe54bb-b93b-4f00-bf4c-bd51542614ef",170
"Annelida","Polychaeta","119099f9-1de1-4f2a-9dc2-d67cb50c521d",6
"Annelida","Polychaeta","14242931-d643-4f29-a505-4d8eab59751b",39
"Annelida","Polychaeta","170af803-1308-42ea-84cf-5ec938a32866",34
"Annelida","Polychaeta","1764b492-c904-456e-bcf6-bedffc86a10b",224
"Annelida","Polychaeta","17ce69d0-2504-4ae3-bc87-16b096863f51",172
"Annelida","Polychaeta","1ac71f22-591e-4b4a-b5ff-f5d183eb9c5b",86
"Annelida","Polychaeta","1ad423c7-dba3-426f-b814-f0808413a708",1509
"Annelida","Polychaeta","1bcef367-cb04-4cf6-ab1e-eab1c2b0172a",21
"Annelida","Polychaeta","1d458cd2-e858-4770-920c-bd4d965f941a",24
"Annelida","Polychaeta","25a2facf-bbfa-4b3a-b350-a9c2dc3edc3e",534
"Annelida","Polychaeta","2870c548-343e-4575-ac67-a4da35182c52",13
"Annelida","Polychaeta","2930bb18-955e-49b4-8721-cfa2dc3d1dde",10
"Annelida","Polychaeta","2c6db58f-ae91-4a17-9f0f-7db28506b94f",3
"Annelida","Polychaeta","2f3bb864-dec5-492e-90c1-35d592d640ab",89
"Annelida","Polychaeta","2fd06604-7d20-4712-9f68-eae9ae336bb5",17
"Annelida","Polychaeta","33402693-a77d-443e-87a7-f9597315f76c",8
"Annelida","Polychaeta","33b5f094-38b0-4ad2-82d8-1e57f9bc291c",2
"Annelida","Polychaeta","3425145f-8016-403a-abca-9cb33a29108e",70
"Annelida","Polychaeta","363961a9-9f45-46df-980b-0b076e66a296",6
"Annelida","Polychaeta","364e5a12-8028-4329-be50-fc548c2d6ce4",734
"Annelida","Polychaeta","3ac81162-1804-43c4-b766-aabe2abcc572",21
"Annelida","Polychaeta","3cd94a39-6a58-4f0e-9c74-e044e7a0e737",75
"Annelida","Polychaeta","3e8a8d84-09c1-475f-a172-c4d69af5d2ca",16
"Annelida","Polychaeta","3f980ed3-99d1-45b8-a8b8-923c8ac8bf82",20
"Annelida","Polychaeta","413657ae-72f4-4466-b9cb-f5e98230582a",26
"Annelida","Polychaeta","41762e41-0068-4f7c-8118-4f5819a5aeff",4094
"Annelida","Polychaeta","4354345d-7faf-4376-b326-ffbc04b6b0cd",12128
"Annelida","Polychaeta","471a8de8-80f8-43f9-9443-88a45712feba",352
"Annelida","Polychaeta","48f919e0-150b-4c2b-ae4a-745d39dc4f1d",23
"Annelida","Polychaeta","49d1b62c-124a-4854-b878-b83de130eb23",434
"Annelida","Polychaeta","4b1671ae-b01e-4754-adf7-e525dc6144a6",4096
"Annelida","Polychaeta","4e2cf30c-b238-4ca9-ae05-0809da31d4cc",1
"Annelida","Polychaeta","4fd95328-42c6-44cb-9347-64282f4946d5",17
"Annelida","Polychaeta","51078b37-d4a9-4a1d-9c94-92ee60299a3d",214
"Annelida","Polychaeta","517ac935-af0f-4358-88fb-7093015182af",262
"Annelida","Polychaeta","52ccf89d-12a5-47c3-8b36-e3e9e6212c5b",123
"Annelida","Polychaeta","55fdf3b0-744a-4a29-a81e-7d9884be1a91",11
"Annelida","Polychaeta","55fe88ac-f76a-40c5-b529-037b460a5771",1
"Annelida","Polychaeta","56e55f76-6dda-403d-805b-f8922fa1766d",1198
"Annelida","Polychaeta","5a38f1d9-a6b1-45ec-9506-fdad6d8643a2",26
"Annelida","Polychaeta","5b235cbe-37fb-400a-bd59-d03aad7c8fc4",2
"Annelida","Polychaeta","629e36dc-4ee5-4663-b79f-161e4d763303",266
"Annelida","Polychaeta","62b1e8fb-fb6d-461a-870c-a6445815112d",100
"Annelida","Polychaeta","6387a43e-da86-4d9e-ad2c-769a8bb54b33",4
"Annelida","Polychaeta","64f3e2d5-9e2c-4e18-ad50-3847d62152db",125
"Annelida","Polychaeta","667df9cb-b7ee-4f81-ae7e-b49ca5b2005e",36
"Annelida","Polychaeta","67d8ee45-4dcc-4ed2-b855-5bc815a68b69",183
"Annelida","Polychaeta","696d20b7-1cf8-4b81-b57c-6c99acf772d5",61
"Annelida","Polychaeta","6af80242-edfd-4dd2-b957-8e715789e479",123
"Annelida","Polychaeta","6d6d7acc-b9d5-4b20-aa23-3ea5873a05bf",1137
"Annelida","Polychaeta","6e41986a-678c-498d-ac85-8513dfc952a9",16
"Annelida","Polychaeta","7152c8a0-bd07-4149-805c-9d5d001d2f33",56
"Annelida","Polychaeta","72a71039-7089-4aa3-931a-7dc0acf7cb4a",123
"Annelida","Polychaeta","739c0486-3adf-4e88-9f8d-f0b48ea9b5ad",30
"Annelida","Polychaeta","73f31d9e-9c11-402b-9e3d-8ed61f2fcc8c",3
"Annelida","Polychaeta","75e2a2b6-f58f-4c43-aefd-878cee7865b1",16
"Annelida","Polychaeta","7e4228e5-a962-4b01-952f-7bf33e213a9c",114
"Annelida","Polychaeta","82e3523b-d12b-4403-8276-a7b4ee69c49e",138
"Annelida","Polychaeta","897b06c4-72f3-4e62-874c-71787b0a25f7",49
"Annelida","Polychaeta","89e23fc8-3f61-4480-9de3-358fe6eefe0b",4872
"Annelida","Polychaeta","8acba7e7-2e50-4490-8328-b78a30472508",27
"Annelida","Polychaeta","944da8c9-dce6-4f17-885c-976a5d831209",144
"Annelida","Polychaeta","96f4a5d3-3e3a-4ccb-8343-b1db99074b1f",95
"Annelida","Polychaeta","97bdf279-6f78-4ed7-ad9d-27a5886f8ff2",175
"Annelida","Polychaeta","987a35d0-a3f3-4050-b8c4-de99b01d8eb6",1
"Annelida","Polychaeta","9a41a30b-029f-477e-89d6-10af52422665",172
"Annelida","Polychaeta","9ad0f8eb-b983-418d-b881-3b672d9e0005",12
"Annelida","Polychaeta","a419c8da-35ed-4b62-9709-39b56369c44e",330
"Annelida","Polychaeta","ab25396e-888b-4073-af34-4868ac1db8da",33
"Annelida","Polychaeta","b04ae33b-2f2a-4d06-844a-4f2040993fcc",13
"Annelida","Polychaeta","b0a7add2-dd9e-4020-9ca4-5df048c8f6a2",1272
"Annelida","Polychaeta","b1f8bc4c-5427-40c8-8728-aad4d463b944",8
"Annelida","Polychaeta","b339f72f-eb69-40c5-b60c-1a37aaffdfb7",1
"Annelida","Polychaeta","b703fd15-2db3-4247-b5c6-f65bcd5f0a9c",10
"Annelida","Polychaeta","b74b429a-4052-4f5b-bff3-fe0b5a2e8669",235
"Annelida","Polychaeta","b8de2250-7594-483f-89a9-ab82454ca1d8",224
"Annelida","Polychaeta","ba135f30-d828-4ed4-a6d2-84101293c49a",548
"Annelida","Polychaeta","bc2af4c9-d294-4a05-bcdb-1dc183e1cad5",52
"Annelida","Polychaeta","c001ca22-f946-47d6-97e3-d0ea203a4916",35
"Annelida","Polychaeta","c871a755-f66a-49e6-8024-86bf700c1210",459
"Annelida","Polychaeta","c998748f-0dd0-4c5f-bb7d-1663ce3dacad",52
"Annelida","Polychaeta","ca816ed5-be34-46d6-8e78-9bebcab8451a",132
"Annelida","Polychaeta","cc71e613-d8dc-4e20-838f-d623b63562c0",132
"Annelida","Polychaeta","cdcddae2-a8e0-4c86-9e8d-f85134876937",245
"Annelida","Polychaeta","ce1d93f3-8b0f-4ee7-9a4d-0393a6ec7fea",24
"Annelida","Polychaeta","d1001fdc-d4a2-4d01-bcd2-2e122f2ca537",27
"Annelida","Polychaeta","d104db68-63cf-4f34-b92a-54bd55a07394",86
"Annelida","Polychaeta","d28c14f4-1e78-4519-8b13-2948d5ec7d6f",9
"Annelida","Polychaeta","d5645e8d-11c1-454e-8a79-960cd2681d6a",30
"Annelida","Polychaeta","d6d4a3ff-17ce-4743-ad88-49caef750c6a",183
"Annelida","Polychaeta","d77428ad-ca28-4f5a-8ef5-d4a8f4053d65",1851
"Annelida","Polychaeta","d9c113a6-44b7-429c-920d-3ee162670c14",6
"Annelida","Polychaeta","e13f0a51-f810-45d6-9503-64ecd7bedd70",264
"Annelida","Polychaeta","e168c19e-d9e9-447c-b077-1faa487df4a6",13
"Annelida","Polychaeta","e548f7dc-7f39-4597-8258-351bfe98aaf0",4
"Annelida","Polychaeta","e54ba46d-583f-416a-ba4f-bb388b1de043",21
"Annelida","Polychaeta","eb5a052f-428e-4a6d-8058-3785c9356df7",95
"Annelida","Polychaeta","ec3f819d-4e9e-44c6-8143-83d60cb84737",28
"Annelida","Polychaeta","edcfb34c-ae4d-4621-86a9-f089d5c1a6a2",13
"Annelida","Polychaeta","f070a9b6-b425-4dae-b7ca-d492b717dcc7",1
"Annelida","Polychaeta","f0bbfd00-2631-4006-b6bc-5c88f166852c",8
"Annelida","Polychaeta","f1a11336-64b8-46f4-ba10-5095d150039f",61
"Annelida","Polychaeta","f1da0955-5ece-4f98-ab77-f10c20bdd3ca",146
"Annelida","Polychaeta","f3d7798e-7bf2-4b85-8ed4-18f2c1849d7d",286
"Annelida","Polychaeta","f62024d7-1126-41a8-8dde-ff257d232c4d",1
"Annelida","Polychaeta","f7d8aa43-cdfe-4be2-82a6-88ee33c5c60c",266
"Annelida","Polychaeta","fa826ba9-f584-4594-af5a-7afbdb9f5ed4",98
"Annelida","Polychaeta","fa8ee269-74a6-4e52-b576-fcf023e90f9e",112
"Annelida","Polychaeta","fa9bc19f-f98a-4278-ab99-c6d8ef4966c7",857
"Annelida","Polychaeta","fc297557-436b-4987-bf56-8a5a4030c97a",36
"Annelida","Polychaeta","fe37e687-056b-431f-93a8-6b39ff8490c6",36
"Anthocerotophyta","Anthocerotopsida","2f3bb864-dec5-492e-90c1-35d592d640ab",3
"Aquificae","Aquificae","2f3bb864-dec5-492e-90c1-35d592d640ab",1
"Aquificae","Aquificae","2fd06604-7d20-4712-9f68-eae9ae336bb5",21
"Arthropoda","Arachnida","17ce69d0-2504-4ae3-bc87-16b096863f51",1
"Arthropoda","Arachnida","25a2facf-bbfa-4b3a-b350-a9c2dc3edc3e",2
"Arthropoda","Arachnida","2888968e-dc59-4ae4-873b-236b0c7a3e5a",4
"Arthropoda","Arachnida","2930bb18-955e-49b4-8721-cfa2dc3d1dde",10
"Arthropoda","Arachnida","2f3bb864-dec5-492e-90c1-35d592d640ab",34
"Arthropoda","Arachnida","3425145f-8016-403a-abca-9cb33a29108e",3
"Arthropoda","Arachnida","4354345d-7faf-4376-b326-ffbc04b6b0cd",2
"Arthropoda","Arachnida","471a8de8-80f8-43f9-9443-88a45712feba",15
"Arthropoda","Arachnida","71748d53-57e9-4e30-9678-ede83ca6c7ba",27
"Arthropoda","Arachnida","accd827e-e428-4262-b289-be8064e0434d",22
"Arthropoda","Arachnida","b0a7add2-dd9e-4020-9ca4-5df048c8f6a2",2
"Arthropoda","Arachnida","b703fd15-2db3-4247-b5c6-f65bcd5f0a9c",5
"Arthropoda","Arachnida","b74b429a-4052-4f5b-bff3-fe0b5a2e8669",3
"Arthropoda","Arachnida","d2121da0-aa03-49bc-a9ea-f6c2c02c837a",4
"Arthropoda","Arachnida","fa9bc19f-f98a-4278-ab99-c6d8ef4966c7",1
"Arthropoda","Branchiopoda","159421b6-a764-4af1-9cc3-bc652dbeb12e",1
"Arthropoda","Branchiopoda","2888968e-dc59-4ae4-873b-236b0c7a3e5a",2
"Arthropoda","Branchiopoda","2f3bb864-dec5-492e-90c1-35d592d640ab",2
"Arthropoda","Branchiopoda","363961a9-9f45-46df-980b-0b076e66a296",35
"Arthropoda","Branchiopoda","4354345d-7faf-4376-b326-ffbc04b6b0cd",1249
"Arthropoda","Branchiopoda","46c52e34-73b7-45e6-a2ac-742e4c2058c5",5
"Arthropoda","Branchiopoda","4e2cf30c-b238-4ca9-ae05-0809da31d4cc",1
"Arthropoda","Branchiopoda","517ac935-af0f-4358-88fb-7093015182af",1
"Arthropoda","Branchiopoda","55fdf3b0-744a-4a29-a81e-7d9884be1a91",10
"Arthropoda","Branchiopoda","56e55f76-6dda-403d-805b-f8922fa1766d",599
"Arthropoda","Branchiopoda","5a38f1d9-a6b1-45ec-9506-fdad6d8643a2",16
"Arthropoda","Branchiopoda","7e4228e5-a962-4b01-952f-7bf33e213a9c",21
"Arthropoda","Branchiopoda","897b06c4-72f3-4e62-874c-71787b0a25f7",23
"Arthropoda","Branchiopoda","89e23fc8-3f61-4480-9de3-358fe6eefe0b",3
"Arthropoda","Branchiopoda","9ad0f8eb-b983-418d-b881-3b672d9e0005",12
"Arthropoda","Branchiopoda","ab25396e-888b-4073-af34-4868ac1db8da",3
"Arthropoda","Branchiopoda","accd827e-e428-4262-b289-be8064e0434d",7
"Arthropoda","Branchiopoda","b703fd15-2db3-4247-b5c6-f65bcd5f0a9c",5
"Arthropoda","Branchiopoda","d77428ad-ca28-4f5a-8ef5-d4a8f4053d65",2536
"Arthropoda","Branchiopoda","e168c19e-d9e9-447c-b077-1faa487df4a6",19
"Arthropoda","Branchiopoda","f7d8aa43-cdfe-4be2-82a6-88ee33c5c60c",14
"Arthropoda","Collembola","2888968e-dc59-4ae4-873b-236b0c7a3e5a",1
"Arthropoda","Collembola","2f3bb864-dec5-492e-90c1-35d592d640ab",5
"Arthropoda","Diplopoda","2f3bb864-dec5-492e-90c1-35d592d640ab",2
"Arthropoda","Hexanauplia","00032856-12cd-46ff-b9d5-ddeaecae3c95",69
"Arthropoda","Hexanauplia","03ff8525-b899-4fd4-8eb4-676308b3aa21",1
"Arthropoda","Hexanauplia","05bde978-ec4c-419b-92cf-94e267e750ad",274
"Arthropoda","Hexanauplia","086b3f21-f424-42bc-9dd4-5a9fc18f802f",66
"Arthropoda","Hexanauplia","09a7a54c-04d8-4ffd-acbc-7fedab555e3b",198
"Arthropoda","Hexanauplia","0b6fd326-7ec6-487a-a386-b4e0d655d3ef",1
"Arthropoda","Hexanauplia","0c59dc30-4b06-4572-addc-155042f81fd0",6
"Arthropoda","Hexanauplia","0c9db499-759b-46d8-8989-799f9ff9f235",3
"Arthropoda","Hexanauplia","10b213e6-a9c4-459e-a40c-ef9edc461b97",44
"Arthropoda","Hexanauplia","10fe54bb-b93b-4f00-bf4c-bd51542614ef",32
"Arthropoda","Hexanauplia","14242931-d643-4f29-a505-4d8eab59751b",7
"Arthropoda","Hexanauplia","159421b6-a764-4af1-9cc3-bc652dbeb12e",4
"Arthropoda","Hexanauplia","1764b492-c904-456e-bcf6-bedffc86a10b",2972
"Arthropoda","Hexanauplia","17ce69d0-2504-4ae3-bc87-16b096863f51",17288
"Arthropoda","Hexanauplia","1ac71f22-591e-4b4a-b5ff-f5d183eb9c5b",174
"Arthropoda","Hexanauplia","1ad423c7-dba3-426f-b814-f0808413a708",13528
"Arthropoda","Hexanauplia","1f59030f-f116-4c34-915e-1882d819cda3",886
"Arthropoda","Hexanauplia","248d4349-7c65-4291-b849-57127a20aec8",1
"Arthropoda","Hexanauplia","25a2facf-bbfa-4b3a-b350-a9c2dc3edc3e",360
"Arthropoda","Hexanauplia","26de959f-8916-43cf-9472-170c28358a8e",16
"Arthropoda","Hexanauplia","2870c548-343e-4575-ac67-a4da35182c52",42
"Arthropoda","Hexanauplia","2930bb18-955e-49b4-8721-cfa2dc3d1dde",20
"Arthropoda","Hexanauplia","29a10e23-f0dc-44a2-a02b-b745a26baaa1",214
"Arthropoda","Hexanauplia","29c81640-3052-4ad0-b66d-14c21dc3270d",2
"Arthropoda","Hexanauplia","2a5084c8-3f7f-4925-a9e8-470940427ce0",136
"Arthropoda","Hexanauplia","2c6db58f-ae91-4a17-9f0f-7db28506b94f",1
"Arthropoda","Hexanauplia","2f3bb864-dec5-492e-90c1-35d592d640ab",556
"Arthropoda","Hexanauplia","2fd06604-7d20-4712-9f68-eae9ae336bb5",73
"Arthropoda","Hexanauplia","2ff91d0d-099d-49f0-b5e1-6458a7bea12e",32
"Arthropoda","Hexanauplia","33402693-a77d-443e-87a7-f9597315f76c",1
"Arthropoda","Hexanauplia","33b5f094-38b0-4ad2-82d8-1e57f9bc291c",14
"Arthropoda","Hexanauplia","3425145f-8016-403a-abca-9cb33a29108e",71
"Arthropoda","Hexanauplia","343468ea-7e09-4bca-acaf-4d23036a2015",1
"Arthropoda","Hexanauplia","363961a9-9f45-46df-980b-0b076e66a296",115
"Arthropoda","Hexanauplia","364e5a12-8028-4329-be50-fc548c2d6ce4",425
"Arthropoda","Hexanauplia","36b58f28-0a03-4447-b688-e4eed56afa3d",36
"Arthropoda","Hexanauplia","3ac81162-1804-43c4-b766-aabe2abcc572",2
"Arthropoda","Hexanauplia","3cd94a39-6a58-4f0e-9c74-e044e7a0e737",6915
"Arthropoda","Hexanauplia","3e8a8d84-09c1-475f-a172-c4d69af5d2ca",696
"Arthropoda","Hexanauplia","413657ae-72f4-4466-b9cb-f5e98230582a",1179
"Arthropoda","Hexanauplia","4354345d-7faf-4376-b326-ffbc04b6b0cd",281772
"Arthropoda","Hexanauplia","46c52e34-73b7-45e6-a2ac-742e4c2058c5",6
"Arthropoda","Hexanauplia","471a8de8-80f8-43f9-9443-88a45712feba",138
"Arthropoda","Hexanauplia","48f919e0-150b-4c2b-ae4a-745d39dc4f1d",12
"Arthropoda","Hexanauplia","49d1b62c-124a-4854-b878-b83de130eb23",354
"Arthropoda","Hexanauplia","4a64bfc9-1731-4c31-92d2-1d4156b7da4f",291
"Arthropoda","Hexanauplia","4bdc1f6f-e16a-48b4-b995-b51bd41caa8d",3
"Arthropoda","Hexanauplia","4e2cf30c-b238-4ca9-ae05-0809da31d4cc",152
"Arthropoda","Hexanauplia","4f46f9d8-dc63-4546-9dd5-075df3d25e4a",14
"Arthropoda","Hexanauplia","4fd95328-42c6-44cb-9347-64282f4946d5",6
"Arthropoda","Hexanauplia","517ac935-af0f-4358-88fb-7093015182af",22
"Arthropoda","Hexanauplia","52ccf89d-12a5-47c3-8b36-e3e9e6212c5b",6535
"Arthropoda","Hexanauplia","55fdf3b0-744a-4a29-a81e-7d9884be1a91",1746
"Arthropoda","Hexanauplia","56e55f76-6dda-403d-805b-f8922fa1766d",9032
"Arthropoda","Hexanauplia","58a95138-b5f7-4a64-a423-e56bd7753e4c",36
"Arthropoda","Hexanauplia","5a38f1d9-a6b1-45ec-9506-fdad6d8643a2",610
"Arthropoda","Hexanauplia","629e36dc-4ee5-4663-b79f-161e4d763303",911
"Arthropoda","Hexanauplia","6387a43e-da86-4d9e-ad2c-769a8bb54b33",19
"Arthropoda","Hexanauplia","63d77e40-618e-4e51-a49f-44e990afef85",1
"Arthropoda","Hexanauplia","64769a98-e606-49be-b30c-388e3c8145b3",36
"Arthropoda","Hexanauplia","6af80242-edfd-4dd2-b957-8e715789e479",1
"Arthropoda","Hexanauplia","6d6d7acc-b9d5-4b20-aa23-3ea5873a05bf",52393
"Arthropoda","Hexanauplia","6e41986a-678c-498d-ac85-8513dfc952a9",352
"Arthropoda","Hexanauplia","7152c8a0-bd07-4149-805c-9d5d001d2f33",423
"Arthropoda","Hexanauplia","71748d53-57e9-4e30-9678-ede83ca6c7ba",512
"Arthropoda","Hexanauplia","72a71039-7089-4aa3-931a-7dc0acf7cb4a",1
"Arthropoda","Hexanauplia","75e2a2b6-f58f-4c43-aefd-878cee7865b1",285
"Arthropoda","Hexanauplia","7666cde7-83ef-4161-b0f1-798770d33ca0",119
"Arthropoda","Hexanauplia","7e4228e5-a962-4b01-952f-7bf33e213a9c",3211
"Arthropoda","Hexanauplia","82e3523b-d12b-4403-8276-a7b4ee69c49e",435
"Arthropoda","Hexanauplia","8629ec33-be4b-4384-933f-a511fbc29967",993
"Arthropoda","Hexanauplia","897b06c4-72f3-4e62-874c-71787b0a25f7",2726
"Arthropoda","Hexanauplia","89e23fc8-3f61-4480-9de3-358fe6eefe0b",10690
"Arthropoda","Hexanauplia","9087a3e9-4982-4233-b3b0-81ebb945092f",214
"Arthropoda","Hexanauplia","944da8c9-dce6-4f17-885c-976a5d831209",561
"Arthropoda","Hexanauplia","9683ebe5-1703-48ba-98ae-2f7eb344d5be",4
"Arthropoda","Hexanauplia","97bdf279-6f78-4ed7-ad9d-27a5886f8ff2",39
"Arthropoda","Hexanauplia","9a41a30b-029f-477e-89d6-10af52422665",847
"Arthropoda","Hexanauplia","9ad0f8eb-b983-418d-b881-3b672d9e0005",1907
"Arthropoda","Hexanauplia","a126c30a-ed96-40ba-b0ae-31a1c812e788",64
"Arthropoda","Hexanauplia","a419c8da-35ed-4b62-9709-39b56369c44e",6
"Arthropoda","Hexanauplia","ab25396e-888b-4073-af34-4868ac1db8da",1717
"Arthropoda","Hexanauplia","accd827e-e428-4262-b289-be8064e0434d",191
"Arthropoda","Hexanauplia","b04ae33b-2f2a-4d06-844a-4f2040993fcc",4
"Arthropoda","Hexanauplia","b0a7add2-dd9e-4020-9ca4-5df048c8f6a2",163
"Arthropoda","Hexanauplia","b1f8bc4c-5427-40c8-8728-aad4d463b944",2
"Arthropoda","Hexanauplia","b339f72f-eb69-40c5-b60c-1a37aaffdfb7",1
"Arthropoda","Hexanauplia","b703fd15-2db3-4247-b5c6-f65bcd5f0a9c",5
"Arthropoda","Hexanauplia","b74b429a-4052-4f5b-bff3-fe0b5a2e8669",42
"Arthropoda","Hexanauplia","b8439c16-2820-48e9-8ea0-7ccbd71b8805",16
"Arthropoda","Hexanauplia","b8de2250-7594-483f-89a9-ab82454ca1d8",3115
"Arthropoda","Hexanauplia","c001ca22-f946-47d6-97e3-d0ea203a4916",305
"Arthropoda","Hexanauplia","c871a755-f66a-49e6-8024-86bf700c1210",17
"Arthropoda","Hexanauplia","c94e8660-a699-4819-bac4-17d663e93f22",134
"Arthropoda","Hexanauplia","ca816ed5-be34-46d6-8e78-9bebcab8451a",1686
"Arthropoda","Hexanauplia","cc71e613-d8dc-4e20-838f-d623b63562c0",1787
"Arthropoda","Hexanauplia","cdcddae2-a8e0-4c86-9e8d-f85134876937",1
"Arthropoda","Hexanauplia","ce1d93f3-8b0f-4ee7-9a4d-0393a6ec7fea",79
"Arthropoda","Hexanauplia","d1001fdc-d4a2-4d01-bcd2-2e122f2ca537",32
"Arthropoda","Hexanauplia","d104db68-63cf-4f34-b92a-54bd55a07394",12
"Arthropoda","Hexanauplia","d2121da0-aa03-49bc-a9ea-f6c2c02c837a",53
"Arthropoda","Hexanauplia","d48e5611-66c8-49ca-ab4c-9f3bbc93abea",8
"Arthropoda","Hexanauplia","d5645e8d-11c1-454e-8a79-960cd2681d6a",2044
"Arthropoda","Hexanauplia","d77428ad-ca28-4f5a-8ef5-d4a8f4053d65",269650
"Arthropoda","Hexanauplia","d97d80fe-773a-4891-8179-47f346456783",459
"Arthropoda","Hexanauplia","e13f0a51-f810-45d6-9503-64ecd7bedd70",14
"Arthropoda","Hexanauplia","e168c19e-d9e9-447c-b077-1faa487df4a6",2082
"Arthropoda","Hexanauplia","e34900cf-712b-4098-b846-c7cf19628d38",11
"Arthropoda","Hexanauplia","e548f7dc-7f39-4597-8258-351bfe98aaf0",86
"Arthropoda","Hexanauplia","e54ba46d-583f-416a-ba4f-bb388b1de043",4
"Arthropoda","Hexanauplia","eb5a052f-428e-4a6d-8058-3785c9356df7",7929
"Arthropoda","Hexanauplia","edcfb34c-ae4d-4621-86a9-f089d5c1a6a2",29
"Arthropoda","Hexanauplia","f070a9b6-b425-4dae-b7ca-d492b717dcc7",24
